train_acc,test_acc,val_acc
0.27729232679111204,0.27781459485834026,0.2368645354083372
0.33909010409230267,0.33445512731096827,0.3003024931716855
0.3846428778329982,0.3792126203541866,0.3296600690993131
0.38308792101532,0.36317912492411464,0.32710131845045637
0.3789096386797816,0.35367688450173285,0.29813747538114305
0.4373395749713276,0.3971031530243596,0.3429067671399172
0.44539528028511954,0.40278037528210003,0.3468423280613617
0.45232671272645814,0.40009930571394464,0.33621150608147654
0.4587305796806965,0.4021761698610731,0.3502400686937608
0.46368105311482516,0.4294455329061247,0.351880190258804
0.4721117883603286,0.3947349102705659,0.3523978244767962
0.46807418934101835,0.40270791539940687,0.32922989000484987
0.48581643836714883,0.41526761552990843,0.35626357907527556
0.4852955250275733,0.4095179205491048,0.36112751662493037
0.49411404326557845,0.4129292972353372,0.3554611132100311
0.470202385120312,0.3881358401544853,0.34572041815246346
0.4917574959352211,0.42012385425258925,0.3490459477337009
0.49511102249373323,0.3950308258123531,0.3451811738029505
0.5316717600482432,0.4222177716260475,0.3624196413826759
0.5180339596777895,0.40644022620426457,0.3658870267926244
0.5199197198912966,0.41591183138763244,0.3495396425110336
0.49431204193261896,0.4213020473227361,0.36289592903024065
0.5216984951846205,0.4037398735915173,0.3601555374083261
0.5311226332049097,0.4037308902194177,0.3584245247324722
0.5185131814352119,0.397695056360902,0.34952924677910846
0.5327496178854668,0.38685614349782976,0.34907823575864916
0.5368556109191963,0.40780142618567095,0.3629217127971643
0.5496257230253179,0.40996586499862403,0.3593351309898787
0.5415520320359783,0.391619282165523,0.3489916524340694
0.5070715582234305,0.39123297621171044,0.33271105625737823
0.5643177056495116,0.40385204301159916,0.3570474199237537
0.5693486767132672,0.40356217825144985,0.3582404642062925
0.557395688946715,0.39876656054679094,0.3584067106985568
0.5541457588998389,0.40151238710437986,0.36329788917063544
0.5661266004075227,0.4224958933016671,0.372812121966377
0.5659709063668058,0.4136798680171703,0.34796817485045156
0.5700794072536892,0.4018584883456894,0.36456156394534117
0.574564217663699,0.40496130251946777,0.3680575533167005
0.5820024499510099,0.4205698037996228,0.3607754325017242
0.5795042174774522,0.4131960618808175,0.35506458941337543
0.5832700634855873,0.4168812903775794,0.3517546291479119
0.5815794358372735,0.4178570168818552,0.3663858635278585
0.5870627207132291,0.392191686993712,0.3629533355311192
0.5841495928759859,0.3976388718312082,0.36779460311343015
0.5828865259484675,0.39534533839424363,0.3493289355475825
0.5929091300693643,0.3918215668498456,0.35041231394089395
0.6026962448867488,0.39893693985726436,0.3619431661729711
0.5971843623463376,0.4129686411203351,0.35043318410383995
0.5916558597494683,0.3919134176583987,0.35013541064994175
0.5828432708153424,0.40100859218335416,0.3434183640353289
