train_acc,test_acc,val_acc
0.3285259793084105,0.2127358687568514,0.2128996963580334
0.3897206540237765,0.2569121463905507,0.256016076979981
0.4118481417346827,0.2652565479708157,0.2664606755020905
0.4330701540519124,0.26826424012679,0.2662106457790287
0.44308255129397867,0.2732015544062268,0.2759931975657031
0.43074185841564466,0.2824408933267994,0.283073218073567
0.454632223458441,0.2744913909899172,0.27286145682799334
0.4604231183060309,0.2825162137817343,0.28086664708063386
0.46879650851203675,0.27023315075520027,0.27362396993365284
0.4692716419669442,0.27418184215622016,0.2791614733428191
0.47534349729631403,0.2812750699126496,0.27911308773493276
0.4645813769799031,0.28229575389838246,0.2838059966635185
0.46389592437230626,0.2809337306243157,0.28960643645555506
0.4515177696237763,0.2826838583217767,0.2878197997693989
0.46249857478773815,0.27752277908677625,0.28177888661806305
0.4755942754583965,0.2832370912914102,0.2831417362743539
0.46763954016401577,0.2794480292216371,0.2864817140355827
0.47958601788996813,0.2819879010122902,0.2886181295399376
0.47680481736421926,0.28756310229482623,0.2897385153864201
0.46251683425892615,0.28926659993410303,0.29355781000339987
0.48754004784089977,0.28498653542656543,0.28906243591638586
0.47797743862353337,0.29016424849977746,0.2981824551694456
0.4778502182520846,0.29058481836266903,0.29722897360606615
0.48803734095067774,0.27714991305191755,0.2857214743408306
0.45921765272209747,0.291724010430945,0.2971814292601429
0.4688243711733144,0.2878346142928035,0.2992325219624274
0.4659367070105606,0.2894398213543122,0.2930938438722574
0.47990711455758706,0.28078585477938905,0.28454913872287424
0.48561085958588707,0.2926100845732387,0.292162360838778
0.474255519151682,0.2839141905981119,0.2871349363105714
0.4767878071429359,0.28781200146526764,0.29219296034000947
0.48462514206893453,0.29532242673498105,0.2942079783626539
0.471612916033682,0.29182942561344277,0.2940389002018239
0.46417949138204084,0.2855604143883634,0.29791889089001733
0.4790018604723729,0.28886163408091825,0.29419882807806025
0.46594740548813857,0.2816725857450833,0.2890072212986042
0.4669710612853774,0.29063232322797505,0.2951879444051948
0.4778564067664275,0.2914915627076106,0.29843210056407865
0.4816694153183248,0.29367702224384334,0.2970104228577184
0.4623804378018788,0.2874058801775061,0.29340804499148554
0.47311382852519457,0.2871509309980066,0.2997748792620203
0.4843927678230146,0.2876448815520629,0.28947071983244976
0.46272909458520095,0.28960589812725596,0.29405494783525704
0.4594503417272534,0.2919987632918472,0.2957697037723908
0.4795943163496071,0.2919630925609654,0.29660587404254435
0.4915924858531028,0.2934855386810097,0.30841797123531234
0.45244690649446495,0.2814434035080771,0.2944206228402542
0.48854734213937867,0.29311948760281853,0.29726319836978016
0.45040382282702257,0.29071488365569426,0.3047213287669886
0.479426246417182,0.29863561256238474,0.3031238118750418
0.4783168734533442,0.2883559167427908,0.29982113869674354
0.4772877297614015,0.2873724912384378,0.29610179013657467
0.484556524531027,0.28903649010585164,0.2929607951908001
0.47251540491775884,0.2918284894339237,0.3000272202341719
0.49101682599148333,0.2936330950461147,0.3071012112594771
0.49836092337616156,0.28800700030199555,0.29378331750103714
0.46629443284293454,0.3026177650851491,0.3070826938148385
0.48488611131461085,0.28678048982352544,0.29684019804659934
0.47794076107271016,0.2895942275229777,0.3015921430451659
0.49112025040224433,0.2942162505931409,0.3117266510526591
0.47666411669738257,0.2951676639921682,0.29801983577729013
0.47928973159777527,0.2920600775580016,0.2999330933641217
0.462781517865371,0.29808628786278124,0.30662701717625207
0.4692747840011645,0.2900029377651066,0.2977023680370946
0.47277235220498853,0.2924871880934702,0.3013743606302365
0.4782293387066615,0.2917635927740469,0.2924365409291611
0.48273098295251365,0.30347701472688415,0.3039034482436149
0.4824998536717756,0.29672715479423994,0.3096768392367177
0.47399487465087387,0.2919931952261398,0.3026661972154986
0.4745287588579764,0.28900048935877953,0.30295852913588983
0.5043996734084439,0.2976583996556568,0.302574252292238
0.48647825951159096,0.3018167297109397,0.3073119968957392
0.47567980972998036,0.29315770527827884,0.305276006062923
0.46535862547754764,0.2929363609933286,0.2998594693081932
0.4826579401695541,0.29085022552664236,0.31258302145453276
0.4776826154457865,0.29643212406577313,0.2997886018342518
0.4650452779788703,0.28880191769560126,0.29539548599144183
0.4817091429080822,0.2928792636452292,0.3018551953183439
0.5062310008245646,0.3014403936716839,0.31201330646345005
0.48006949817442335,0.2899069142092447,0.3087678604803471
0.4994671290524142,0.29347474626720355,0.3047905292870906
0.4915265393934594,0.29356989067026307,0.30307020774306875
0.49478791339807465,0.2989855046523755,0.30329575262419817
0.4726849902778029,0.2902186170398582,0.2978648267047268
0.49396331705161767,0.29439567604984207,0.3019760630883588
0.4836416432860798,0.30201592857434784,0.30769816373689257
0.446594963436008,0.2940922559981001,0.30231409606118376
0.46110664898992626,0.303071612242932,0.30885435072761697
0.47000680972511194,0.2959988501670731,0.30331522917244547
0.46967091216481505,0.30054124439665225,0.3087100400557008
0.4614660366067979,0.29311583370534955,0.2964529507838559
0.49318958222664266,0.2912174800458053,0.29758320167269015
0.4743921075610023,0.29956863419669827,0.3056670803600462
0.46955934263711346,0.29773673677350526,0.3067869634802343
0.47052433261095505,0.2933561856295363,0.30028516584951304
0.47488998472531146,0.3004518915236719,0.3083638572032935
0.4822864781221014,0.29305145012617256,0.29981708441652694
0.4713112941473432,0.28932697200637014,0.295620650750129
0.48043853949877047,0.2981437807201154,0.30898436778740046
0.4797021676994801,0.29282373375817417,0.2979832738217002
