train_acc,test_acc,val_acc
0.2440363291023596,0.16275059491951885,0.19670488030897476
0.4273687335908719,0.19471940818820935,0.2155868359588775
0.5163485319839842,0.20402515098013585,0.2272880645410484
0.5884820346944816,0.1954644361850857,0.232638836619738
0.6000488703090717,0.19795846744979423,0.2180949598108727
0.6582709816336545,0.17988357064683194,0.20113917839776796
0.6569777272355504,0.20609037627058233,0.23597076602461933
0.6787453720129976,0.20871782834242225,0.2363765004198968
0.6932916188511806,0.19423076868113784,0.22424363070437384
0.6934771555135034,0.19478568442939515,0.2088880963058964
0.7162982631356554,0.21595929152667362,0.2262135564171964
0.7216980724750626,0.20649073540842955,0.2108894265237644
0.7324377764262523,0.1928301955409216,0.21189792533834165
0.6927461895750048,0.1921477136177802,0.21600808741056302
0.7406678316375646,0.1986815615917586,0.21489692599598056
0.7484861647928338,0.19147241720821662,0.2112866085505066
0.7389275057830405,0.2138359138304851,0.2291686211608883
0.7576519947692288,0.21133062810689612,0.21954733131453158
0.7488606513333712,0.2039327886670255,0.22761261539554828
0.7561087266911903,0.19775172939696786,0.222288171799201
0.7497227222990609,0.1910304681589938,0.2098590046723992
0.7454223109190808,0.20594860550973598,0.19949678895008469
0.7206854039251552,0.23417360520534133,0.2507863364337587
0.764450592392663,0.19813362534794066,0.22353716875065793
0.7661581772745096,0.18783434022026377,0.20644147045559896
0.7734733839138089,0.17061376095574002,0.19658980557320319
0.7450823488440004,0.20380666793724392,0.20938848254014486
0.7847271437929749,0.1868690255060279,0.22258719581685604
0.7630711029795202,0.1831578966528646,0.221028911668948
0.7539795294570159,0.20078770321569323,0.19582545087013353
0.7742830842268935,0.20547810461766408,0.22042759054594163
0.7516867081545077,0.18680511155466584,0.1983453634140592
0.7871440480070728,0.20036739800036688,0.22466419779231425
0.7826729267178231,0.2128148494143069,0.22040089393908183
0.7752505168289429,0.21084554530932023,0.22586315811275268
0.730393511412432,0.18618691200438758,0.19452115029195058
0.7924896129974969,0.20498691016748713,0.2036583559137783
0.7208801263400496,0.20804916865090234,0.19311632758752345
0.7816031584405776,0.20574531534838184,0.22473328810339718
0.7720795618941724,0.22211315050444672,0.2175202058952299
0.7861118245390826,0.22787058924131154,0.22406904434197053
0.7638192380125859,0.21957245749389828,0.2082808583814122
0.7920158472339782,0.20923608266252194,0.20935618420598387
0.7840626988644415,0.20267899734510034,0.22661113384767564
0.7840935839970493,0.1939781808975204,0.2285935195034201
0.7967198329742137,0.20014006093998732,0.22253881257813196
0.7939949207272708,0.19852244455870696,0.21557540988223192
0.7955081131915829,0.20119125946016117,0.2250896355994008
0.7886069092895566,0.21045129953401964,0.20416249600550862
0.7759373689760726,0.20706901454829055,0.22120601538118148
